CASENO,PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,ZONECODE,PEBLOCKNO,WORKTYPE,MAINPROCESSCODE,SUBPROCESSCODE,SHOPCODE,DEPTCODE,ACTUALSTARTDATE,ACTUALFINISHDATE,ACTUALDURATION,ACTUALMH,ACTUALPROGRESS,PLANSTARTDATE,PLANFINISHDATE,PLANDURATION,PLANMH,VOL1,VOL2,VOL3,OFFSET,DESCUPDOWN,LINEPOSITION,ACTIVITYDESC,WORKCODE,STAGECODE,ZONECODE2,NOTE,NOTEPOSITION,REFKEYEVENT,RESCHEDULEDATE
DHSCMULTI,U942,B12S FB011,B12S,B,,,F,B,1,,,,,0,,,2019-03-29,2019-04-01,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B12S HL011,B12S,B,,,H,L,1,,,,,0,,,2019-04-26,2019-04-26,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B12S HF031,B12S,B,,,H,F,3,,,,,0,,,2019-02-26,2019-02-26,1,51.8,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B12S HA031,B12S,B,,,H,A,3,,,,,0,,,2019-03-19,2019-03-28,8,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B12S HA041,B12S,B,,,H,A,4,,,,,0,,,2019-04-05,2019-04-18,10,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B12S HF020,B12S,B,,,H,F,2,,,,,0,,,2019-02-08,2019-02-08,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B12S HA021,B12S,B,,,H,A,2,,,,,0,,,2019-03-29,2019-04-02,3,147.9,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B12S FB021,B12S,B,,,F,B,2,,,,,0,,,2019-04-22,2019-04-24,3,17.3,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B13P HF010,B13P,B,,,H,F,1,,,,,0,,,2019-02-11,2019-02-11,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B13P HA011,B13P,B,,,H,A,1,,,,,0,,,2019-03-19,2019-03-25,5,47.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B13P FB011,B13P,B,,,F,B,1,,,,,0,,,2019-04-09,2019-04-10,2,16,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B13P HL011,B13P,B,,,H,L,1,,,,,0,,,2019-05-08,2019-05-08,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B13P HF031,B13P,B,,,H,F,3,,,,,0,,,2019-03-08,2019-03-08,1,59.8,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B13P HA031,B13P,B,,,H,A,3,,,,,0,,,2019-03-28,2019-04-08,8,54.6,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B13P HA041,B13P,B,,,H,A,4,,,,,0,,,2019-04-16,2019-04-26,9,135.3,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B13P HF020,B13P,B,,,H,F,2,,,,,0,,,2019-02-19,2019-02-19,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B13P HA021,B13P,B,,,H,A,2,,,,,0,,,2019-04-05,2019-04-11,5,67.5,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B13P FB021,B13P,B,,,F,B,2,,,,,0,,,2019-04-30,2019-05-03,3,45.7,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B13S HF010,B13S,B,,,H,F,1,,,,,0,,,2019-02-12,2019-02-12,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B13S HA011,B13S,B,,,H,A,1,,,,,0,,,2019-03-20,2019-03-26,5,64.5,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B13S FB011,B13S,B,,,F,B,1,,,,,0,,,2019-04-10,2019-04-11,2,7.6,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B13S HL011,B13S,B,,,H,L,1,,,,,0,,,2019-05-08,2019-05-08,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B13S HF031,B13S,B,,,H,F,3,,,,,0,,,2019-03-11,2019-03-11,1,132.4,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B13S HA031,B13S,B,,,H,A,3,,,,,0,,,2019-03-29,2019-04-09,8,74.7,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B13S HA041,B13S,B,,,H,A,4,,,,,0,,,2019-04-16,2019-04-26,9,1125.1,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B13S HF020,B13S,B,,,H,F,2,,,,,0,,,2019-02-20,2019-02-20,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B13S FB021,B13S,B,,,F,B,2,,,,,0,,,2019-04-30,2019-05-03,3,26.2,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B14P HF010,B14P,B,,,H,F,1,,,,,0,,,2019-02-13,2019-02-13,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B14P HA011,B14P,B,,,H,A,1,,,,,0,,,2019-03-21,2019-03-27,5,52.8,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B14P FB011,B14P,B,,,F,B,1,,,,,0,,,2019-04-11,2019-04-12,2,20.7,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B14P HL011,B14P,B,,,H,L,1,,,,,0,,,2019-05-10,2019-05-10,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B14P HF031,B14P,B,,,H,F,3,,,,,0,,,2019-03-12,2019-03-12,1,149.1,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B14P HA031,B14P,B,,,H,A,3,,,,,0,,,2019-04-01,2019-04-10,8,187.2,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B14P HA041,B14P,B,,,H,A,4,,,,,0,,,2019-04-18,2019-04-30,9,304,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B14P HF020,B14P,B,,,H,F,2,,,,,0,,,2019-02-21,2019-02-21,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B14P HA021,B14P,B,,,H,A,2,,,,,0,,,2019-04-09,2019-04-15,5,75.5,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B14P FB021,B14P,B,,,F,B,2,,,,,0,,,2019-05-03,2019-05-08,3,56.7,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B14S HF010,B14S,B,,,H,F,1,,,,,0,,,2019-02-13,2019-02-13,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B14S HA011,B14S,B,,,H,A,1,,,,,0,,,2019-03-21,2019-03-27,5,26.5,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B14S FB011,B14S,B,,,F,B,1,,,,,0,,,2019-04-11,2019-04-12,2,20.4,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B14S HL011,B14S,B,,,H,L,1,,,,,0,,,2019-05-10,2019-05-10,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B14S HF031,B14S,B,,,H,F,3,,,,,0,,,2019-03-12,2019-03-12,1,104.2,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B14S HA031,B14S,B,,,H,A,3,,,,,0,,,2019-04-01,2019-04-10,8,131,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B14S HA041,B14S,B,,,H,A,4,,,,,0,,,2019-04-18,2019-04-30,9,172.8,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B14S HF020,B14S,B,,,H,F,2,,,,,0,,,2019-02-21,2019-02-21,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B14S HA021,B14S,B,,,H,A,2,,,,,0,,,2019-04-11,2019-04-15,3,36.2,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B14S FB021,B14S,B,,,F,B,2,,,,,0,,,2019-05-03,2019-05-08,3,24,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B15P HF010,B15P,B,,,H,F,1,,,,,0,,,2019-02-14,2019-02-14,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B15P HA011,B15P,B,,,H,A,1,,,,,0,,,2019-03-22,2019-03-28,5,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B15P FB011,B15P,B,,,F,B,1,,,,,0,,,2019-04-12,2019-04-15,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B15P HL011,B15P,B,,,H,L,1,,,,,0,,,2019-05-13,2019-05-13,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B15P HF031,B15P,B,,,H,F,3,,,,,0,,,2019-03-13,2019-03-13,1,36.9,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B15P HA031,B15P,B,,,H,A,3,,,,,0,,,2019-04-02,2019-04-11,8,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B15P HA041,B15P,B,,,H,A,4,,,,,0,,,2019-04-19,2019-05-02,9,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B15P HF020,B15P,B,,,H,F,2,,,,,0,,,2019-02-22,2019-02-22,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B15P HA021,B15P,B,,,H,A,2,,,,,0,,,2019-04-10,2019-04-16,5,30.5,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B15P FB021,B15P,B,,,F,B,2,,,,,0,,,2019-05-07,2019-05-09,3,121.8,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B15S HF010,B15S,B,,,H,F,1,,,,,0,,,2019-02-12,2019-02-12,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B15S HA011,B15S,B,,,H,A,1,,,,,0,,,2019-03-22,2019-03-28,5,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B15S FB011,B15S,B,,,F,B,1,,,,,0,,,2019-04-12,2019-04-15,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B15S HL011,B15S,B,,,H,L,1,,,,,0,,,2019-05-13,2019-05-13,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B15S HF031,B15S,B,,,H,F,3,,,,,0,,,2019-03-11,2019-03-11,1,30.5,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B15S HA031,B15S,B,,,H,A,3,,,,,0,,,2019-04-02,2019-04-11,8,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B15S HA041,B15S,B,,,H,A,4,,,,,0,,,2019-04-19,2019-05-02,9,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B15S HF020,B15S,B,,,H,F,2,,,,,0,,,2019-02-20,2019-02-20,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B15S HA021,B15S,B,,,H,A,2,,,,,0,,,2019-04-12,2019-04-16,3,26.5,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B15S FB021,B15S,B,,,F,B,2,,,,,0,,,2019-05-07,2019-05-09,3,57.5,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B16P HF010,B16P,B,,,H,F,1,,,,,0,,,2019-02-18,2019-02-18,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B16P HA011,B16P,B,,,H,A,1,,,,,0,,,2019-03-26,2019-04-01,5,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B16P FB011,B16P,B,,,F,B,1,,,,,0,,,2019-04-16,2019-04-17,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B16P HL011,B16P,B,,,H,L,1,,,,,0,,,2019-05-15,2019-05-15,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B16P HF031,B16P,B,,,H,F,3,,,,,0,,,2019-03-15,2019-03-15,1,36.8,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B16P HA031,B16P,B,,,H,A,3,,,,,0,,,2019-04-04,2019-04-15,8,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B16P HA041,B16P,B,,,H,A,4,,,,,0,,,2019-04-23,2019-05-07,9,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B16P HF020,B16P,B,,,H,F,2,,,,,0,,,2019-02-26,2019-02-26,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B16P HA021,B16P,B,,,H,A,2,,,,,0,,,2019-04-12,2019-04-18,5,30.5,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B16P FB021,B16P,B,,,F,B,2,,,,,0,,,2019-05-09,2019-05-13,3,74.8,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B16S HF010,B16S,B,,,H,F,1,,,,,0,,,2019-02-14,2019-02-14,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B16S HA011,B16S,B,,,H,A,1,,,,,0,,,2019-03-26,2019-04-01,5,69.9,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B16S FB011,B16S,B,,,F,B,1,,,,,0,,,2019-04-16,2019-04-17,2,27.6,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B16S HL011,B16S,B,,,H,L,1,,,,,0,,,2019-05-15,2019-05-15,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B16S HA031,B16S,B,,,H,A,3,,,,,0,,,2019-04-04,2019-04-15,8,192.6,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B16S HF031,B16S,B,,,H,F,3,,,,,0,,,2019-03-13,2019-03-13,1,165.1,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B16S HA041,B16S,B,,,H,A,4,,,,,0,,,2019-04-23,2019-05-07,9,425.9,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B16S HF020,B16S,B,,,H,F,2,,,,,0,,,2019-02-22,2019-02-22,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B16S HA021,B16S,B,,,H,A,2,,,,,0,,,2019-04-16,2019-04-18,3,101.3,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B16S FB021,B16S,B,,,F,B,2,,,,,0,,,2019-05-09,2019-05-13,3,72.8,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B17P HF010,B17P,B,,,H,F,1,,,,,0,,,2019-02-07,2019-02-07,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B17P HA011,B17P,B,,,H,A,1,,,,,0,,,2019-03-19,2019-03-25,5,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B17P FB011,B17P,B,,,F,B,1,,,,,0,,,2019-04-10,2019-04-11,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B17P HL011,B17P,B,,,H,L,1,,,,,0,,,2019-05-08,2019-05-08,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B17P HF031,B17P,B,,,H,F,3,,,,,0,,,2019-03-06,2019-03-06,1,61.5,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B17P HA031,B17P,B,,,H,A,3,,,,,0,,,2019-03-28,2019-04-08,8,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B17P HA041,B17P,B,,,H,A,4,,,,,0,,,2019-04-16,2019-04-26,9,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B17P HF020,B17P,B,,,H,F,2,,,,,0,,,2019-02-15,2019-02-15,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B17P HA021,B17P,B,,,H,A,2,,,,,0,,,2019-04-05,2019-04-11,5,111.7,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B17P FB021,B17P,B,,,F,B,2,,,,,0,,,2019-04-30,2019-05-03,3,17.3,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B17S HF010,B17S,B,,,H,F,1,,,,,0,,,2019-02-07,2019-02-07,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B17S HA011,B17S,B,,,H,A,1,,,,,0,,,2019-03-19,2019-03-25,5,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B17S FB011,B17S,B,,,F,B,1,,,,,0,,,2019-04-10,2019-04-11,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B17S HL011,B17S,B,,,H,L,1,,,,,0,,,2019-05-08,2019-05-08,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B17S HF031,B17S,B,,,H,F,3,,,,,0,,,2019-03-06,2019-03-06,1,36.2,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B17S HA031,B17S,B,,,H,A,3,,,,,0,,,2019-03-28,2019-04-08,8,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B17S HA041,B17S,B,,,H,A,4,,,,,0,,,2019-04-16,2019-04-26,9,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B17S HF020,B17S,B,,,H,F,2,,,,,0,,,2019-02-15,2019-02-15,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B17S HA021,B17S,B,,,H,A,2,,,,,0,,,2019-04-09,2019-04-11,3,30.5,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B17S FB021,B17S,B,,,F,B,2,,,,,0,,,2019-04-30,2019-05-03,3,82.5,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B18P HF010,B18P,B,,,H,F,1,,,,,0,,,2019-02-11,2019-02-11,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B18P HA011,B18P,B,,,H,A,1,,,,,0,,,2019-03-21,2019-03-27,5,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B18P FB011,B18P,B,,,F,B,1,,,,,0,,,2019-04-12,2019-04-15,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B18P HL011,B18P,B,,,H,L,1,,,,,0,,,2019-05-10,2019-05-10,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B18P HF031,B18P,B,,,H,F,3,,,,,0,,,2019-03-08,2019-03-08,1,30.1,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B18P HA031,B18P,B,,,H,A,3,,,,,0,,,2019-04-01,2019-04-10,8,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B18P HA041,B18P,B,,,H,A,4,,,,,0,,,2019-04-18,2019-04-30,9,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B18P HF020,B18P,B,,,H,F,2,,,,,0,,,2019-02-19,2019-02-19,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B18P HA021,B18P,B,,,H,A,2,,,,,0,,,2019-04-09,2019-04-15,5,26.5,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B18P FB021,B18P,B,,,F,B,2,,,,,0,,,2019-05-03,2019-05-08,3,57.5,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B18S HF010,B18S,B,,,H,F,1,,,,,0,,,2019-02-11,2019-02-11,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B18S HA011,B18S,B,,,H,A,1,,,,,0,,,2019-03-21,2019-03-27,5,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B18S FB011,B18S,B,,,F,B,1,,,,,0,,,2019-04-12,2019-04-15,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B18S HL011,B18S,B,,,H,L,1,,,,,0,,,2019-05-10,2019-05-10,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B18S HF031,B18S,B,,,H,F,3,,,,,0,,,2019-03-08,2019-03-08,1,30.7,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B18S HA031,B18S,B,,,H,A,3,,,,,0,,,2019-04-01,2019-04-10,8,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B18S HA041,B18S,B,,,H,A,4,,,,,0,,,2019-04-18,2019-04-30,9,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B18S HF020,B18S,B,,,H,F,2,,,,,0,,,2019-02-19,2019-02-19,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B18S HA021,B18S,B,,,H,A,2,,,,,0,,,2019-04-11,2019-04-15,3,26.5,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B18S FB021,B18S,B,,,F,B,2,,,,,0,,,2019-05-03,2019-05-08,3,57.5,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B19P HF010,B19P,B,,,H,F,1,,,,,0,,,2019-03-08,2019-03-08,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B19P HA011,B19P,B,,,H,A,1,,,,,0,,,2019-04-16,2019-04-22,5,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B19P FB011,B19P,B,,,F,B,1,,,,,0,,,2019-05-10,2019-05-13,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B19P HL011,B19P,B,,,H,L,1,,,,,0,,,2019-06-05,2019-06-05,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B19P HF031,B19P,B,,,H,F,3,,,,,0,,,2019-04-03,2019-04-03,1,29.8,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
DHSCMULTI,U942,B19P HA031,B19P,B,,,H,A,3,,,,,0,,,2019-04-25,2019-05-08,8,0,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B19P HA041,B19P,B,,,H,A,4,,,,,0,,,2019-05-16,2019-05-28,9,120,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U942,B19P HF020,B19P,B,,,H,F,2,,,,,0,,,2019-03-18,2019-03-18,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U942,B19P HA021,B19P,B,,,H,A,2,,,,,0,,,2019-05-07,2019-05-13,5,24.1,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B19P FB021,B19P,B,,,F,B,2,,,,,0,,,2019-05-30,2019-06-03,3,57.5,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B19S HF010,B19S,B,,,H,F,1,,,,,0,,,2019-03-11,2019-03-11,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U942,B19S HA011,B19S,B,,,H,A,1,,,,,0,,,2019-04-18,2019-04-24,5,2.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U942,B19S FB011,B19S,B,,,F,B,1,,,,,0,,,2019-05-14,2019-05-15,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U942,B19S HL011,B19S,B,,,H,L,1,,,,,0,,,2019-06-10,2019-06-10,1,0,0,0,0,0,U,0,Shop PE Lifting/ IN SHOP,6,1,,,,,
DHSCMULTI,U942,B19S HF031,B19S,B,,,H,F,3,,,,,0,,,2019-04-04,2019-04-04,1,36.5,0,0,0,0,U,0,Fabrication/ IN SHOP,,1,,,,,
